traffic,driver_id,weather,order_type,vehicle_type,driver_age,driver_rating,rest_lat,rest_lon,dest_lat,dest_lon,temp,humidity,distance
Moderate,KNPRES17DEL01,Clear,Drinks,Bike,38,4.5,26.483.042,80.317.833,26.523.042,80.357.833,25.63,42.0,10.05
Moderate,BANGRES09DEL01,Foggy,Snack,Bike,30,4.8,12.934.179,77.615.797,12.974.179,77.655.797,23.18,72.0,11.02
Moderate,KOCRES12DEL01,Rain,Buffet,Bike,38,5.0,9.988.483,76.295.211,10.028.483,76.335.211,25.47,84.0,8.86
Moderate,CHENRES17DEL03,Foggy,Meal,E-Bike,32,4.6,13.045.479,8.023.311,13.105.479,8.029.311,28.28,82.0,13.76
Moderate,HYDRES20DEL03,Foggy,Drinks,Bike,36,4.7,17.483.216,78.552.111,17.543.216,78.612.111,22.93,60.0,10.79
Moderate,PUNERES08DEL01,Clear,Snack,Bike,38,4.9,1.853.408,7.389.852,1.857.408,7.393.852,23.03,48.0,10.26
Moderate,BANGRES17DEL01,Foggy,Snack,Bike,21,4.3,12.972.532,77.608.179,13.012.532,77.648.179,22.77,72.0,7.0
Moderate,COIMBRES06DEL01,Foggy,Meal,Bike,27,4.3,11.021.278,76.995.017,11.091.278,77.065.017,25.97,73.0,13.73
Moderate,MUMRES20DEL01,Foggy,Snack,Bike,33,4.0,19.103.249,72.846.749,19.143.249,72.886.749,27.84,57.0,8.18
Moderate,CHENRES17DEL02,Foggy,Drinks,Bike,27,4.6,13.045.479,8.023.311,13.095.479,8.028.311,28.28,82.0,9.4
Moderate,MYSRES18DEL03,Clear,Snack,Bike,27,4.9,12.337.928,76.617.889,12.397.928,76.677.889,20.71,68.0,12.91
Moderate,BHPRES13DEL01,Clear,Drinks,Bike,29,4.2,23.230.791,7.743.702,23.270.791,7.747.702,22.01,43.0,9.05
Moderate,KOCRES18DEL01,Rain,Drinks,Bike,33,4.9,9.957.144,76.296.783,9.997.144,76.336.783,25.68,83.0,9.98
Moderate,MYSRES08DEL01,Clear,Meal,Bike,22,4.9,12.297.954,76.665.169,12.337.954,76.705.169,20.43,68.0,9.91
Moderate,SURRES01DEL02,Foggy,Drinks,Bike,27,4.6,21.186.438,72.794.115,21.236.438,72.844.115,24.97,73.0,8.39
Moderate,JAPRES13DEL03,Foggy,Snack,Bike,23,4.5,26.846.156,758.023,26.906.156,758.623,23.73,46.0,12.48
Moderate,JAPRES06DEL01,Foggy,Drinks,Bike,38,4.6,26.911.927,75.797.282,26.951.927,75.837.282,23.77,46.0,8.01
Moderate,VADRES05DEL02,Foggy,Drinks,Bike,29,4.5,22.310.526,73.170.937,22.360.526,73.220.937,24.01,64.0,10.4
Moderate,LUDHRES09DEL03,Clear,Buffet,Bike,36,4.7,30.885.814,75.786.976,30.945.814,75.846.976,23.78,39.0,12.89
Moderate,VADRES19DEL01,Foggy,Snack,Bike,21,4.9,22.311.844,73.165.081,22.381.844,73.235.081,23.99,64.0,13.87
Moderate,PUNERES010DEL03,Clear,Drinks,Bike,22,4.2,18.539.299,73.897.902,18.569.299,73.927.902,23.0,48.0,9.65
Moderate,JAPRES02DEL02,Foggy,Drinks,Bike,27,4.9,26.914.142,75.805.704,26.964.142,75.855.704,23.67,46.0,8.28
Moderate,COIMBRES05DEL03,Foggy,Drinks,Bike,38,4.6,11.022.169,76.999.594,11.052.169,77.029.594,25.86,73.0,8.02
Moderate,COIMBRES17DEL01,Foggy,Snack,E-Bike,30,4.8,11.026.117,76.944.652,11.066.117,76.984.652,25.83,73.0,8.81
Moderate,MUMRES13DEL03,Foggy,Snack,Bike,27,4.0,19.178.321,72.834.715,19.208.321,72.864.715,27.92,57.0,7.15
Moderate,MYSRES19DEL01,Clear,Buffet,Bike,22,4.8,12.334.022,76.618.203,12.404.022,76.688.203,20.78,68.0,16.31
Moderate,SURRES01DEL03,Foggy,Drinks,Bike,29,4.7,21.186.438,72.794.115,21.246.438,72.854.115,24.95,73.0,10.37
Moderate,VADRES19DEL01,Foggy,Buffet,Bike,33,4.9,22.311.844,73.165.081,22.381.844,73.235.081,23.99,64.0,13.87
Moderate,RANCHIRES11DEL03,Foggy,Buffet,E-Bike,37,4.6,23.359.194,85.325.447,23.389.194,85.355.447,20.08,83.0,7.34
Moderate,HYDRES13DEL02,Foggy,Buffet,Bike,31,4.4,17.431.477,7.840.035,17.451.477,7.842.035,22.8,60.0,5.86
Moderate,JAPRES03DEL01,Foggy,Meal,Bike,37,4.6,26.913.483,75.803.139,26.953.483,75.843.139,23.77,46.0,7.14
Moderate,COIMBRES07DEL03,Foggy,Buffet,Bike,31,4.9,1.096.185,76.971.082,1.099.185,77.001.082,26.02,73.0,8.27
Moderate,VADRES13DEL01,Foggy,Drinks,Bike,31,4.8,22.310.237,73.158.921,22.380.237,73.228.921,23.99,64.0,13.04
Moderate,DEHRES09DEL03,Clear,Drinks,Bike,24,4.1,30.332.735,78.054.222,30.392.735,78.114.222,16.05,79.0,10.16
Moderate,VADRES19DEL02,Foggy,Drinks,E-Bike,21,4.8,22.311.844,73.165.081,22.361.844,73.215.081,24.01,64.0,11.75
Moderate,INDORES03DEL02,Foggy,Meal,Bike,23,4.4,22.751.857,75.866.699,22.801.857,75.916.699,22.16,60.0,10.17
Moderate,COIMBRES03DEL02,Foggy,Snack,Bike,20,4.9,11.025.083,77.015.393,11.075.083,77.065.393,26.0,73.0,11.34
Moderate,BANGRES03DEL02,Foggy,Buffet,Bike,27,4.8,12.979.166,77.640.709,13.029.166,77.690.709,22.62,73.0,11.15
Moderate,MYSRES11DEL01,Clear,Buffet,Bike,38,4.2,12.323.225,76.630.028,12.363.225,76.670.028,20.61,67.0,9.92
Moderate,COIMBRES010DEL02,Foggy,Meal,Bike,31,5.0,11.003.008,7.697.544,11.053.009,7.702.544,25.86,73.0,10.44
Moderate,SURRES06DEL01,Clear,Drinks,Bike,30,4.7,21.185.047,7.280.859,21.255.047,7.287.859,24.94,43.0,15.21
Moderate,MYSRES19DEL01,Clear,Snack,Bike,32,5.0,12.334.022,76.618.203,12.374.022,76.658.203,20.61,67.0,9.89
Moderate,MYSRES04DEL01,Clear,Meal,Bike,31,4.7,12.3085,76.665.808,12.3785,76.735.808,20.7,68.0,12.35
Moderate,RANCHIRES09DEL02,Foggy,Buffet,Bike,26,4.6,23.351.058,85.325.731,23.401.058,85.375.731,19.98,83.0,9.57
Moderate,MYSRES20DEL03,Clear,Snack,Bike,24,4.8,12.337.978,76.616.792,12.367.978,76.646.792,20.61,67.0,7.25
Moderate,ALHRES18DEL02,Clear,Meal,Bike,39,5.0,25.450.317,81.831.681,25.500.317,81.881.681,25.48,43.0,9.33
Moderate,VADRES19DEL03,Foggy,Snack,Bike,29,5.0,22.311.844,73.165.081,22.401.844,73.255.081,23.97,64.0,18.12
Moderate,GOARES02DEL02,Partly Cloudy,Snack,Bike,34,4.7,15.585.658,73.743.606,15.635.658,73.793.606,28.37,69.0,10.23
Moderate,CHENRES19DEL01,Foggy,Buffet,Bike,27,4.9,12.986.047,80.218.114,13.026.047,80.258.114,28.46,81.0,10.89
Moderate,INDORES19DEL03,Foggy,Meal,Bike,30,4.2,22.745.536,75.893.106,22.805.536,75.953.106,22.18,60.0,13.18
Moderate,COIMBRES06DEL03,Foggy,Drinks,Bike,30,4.6,11.021.278,76.995.017,11.051.278,77.025.017,25.86,73.0,7.83
Moderate,COIMBRES06DEL03,Foggy,Meal,E-Bike,25,4.8,11.021.278,76.995.017,11.051.278,77.025.017,25.86,73.0,7.83
Moderate,MYSRES18DEL01,Clear,Meal,Bike,32,4.4,12.337.928,76.617.889,12.447.928,76.727.889,20.62,67.0,20.68
Moderate,BANGRES010DEL01,Foggy,Snack,Bike,25,4.6,12.933.298,77.614.293,12.973.298,77.654.293,23.19,72.0,9.03
Moderate,JAPRES11DEL01,Foggy,Drinks,Bike,27,4.8,2.690.294,75.793.007,2.694.294,75.833.007,23.73,46.0,7.44
Moderate,KOLRES13DEL03,Foggy,Buffet,E-Bike,36,4.8,22.553.227,88.353.273,22.583.227,88.383.273,27.99,65.0,6.01
Moderate,MYSRES08DEL01,Clear,Snack,Bike,30,4.7,12.297.954,76.665.169,12.367.954,76.735.169,20.7,68.0,14.26
Moderate,INDORES09DEL02,Foggy,Snack,Bike,33,4.2,22.725.835,75.887.648,22.775.835,75.937.648,22.09,60.0,13.25
Moderate,HYDRES05DEL03,Foggy,Drinks,Bike,37,4.5,17.433.809,78.386.744,17.463.809,78.416.744,22.91,60.0,8.92
Moderate,KOCRES01DEL02,Clear,Meal,Bike,39,4.6,9.979.363,76.285.001,10.029.363,76.335.001,25.48,83.0,10.36
Moderate,INDORES16DEL02,Clear,Meal,Bike,22,4.6,22.744.648,75.894.377,22.824.648,75.974.377,22.23,44.0,17.48
Moderate,MUMRES04DEL01,Clear,Buffet,Bike,37,4.9,19.254.567,72.848.923,19.294.567,72.888.923,28.01,54.0,7.71
Moderate,KOLRES20DEL03,Foggy,Snack,Bike,23,4.7,22.514.119,88.362.504,22.574.119,88.422.504,28.0,65.0,11.61
Moderate,COIMBRES13DEL02,Foggy,Drinks,Bike,26,4.6,11.003.669,76.976.494,11.053.669,77.026.494,25.86,73.0,10.47
Moderate,MYSRES15DEL01,Clear,Drinks,Bike,28,4.8,12.352.058,7.660.665,12.392.058,7.664.665,20.75,67.0,10.51
Moderate,AGRRES08DEL03,Clear,Meal,Bike,24,4.6,27.160.934,78.044.095,27.220.934,78.104.095,25.84,37.0,20.32
Moderate,MYSRES13DEL02,Clear,Meal,Bike,29,4.9,12.310.972,76.659.264,12.360.972,76.709.264,20.7,68.0,9.7
Moderate,MYSRES19DEL02,Clear,Drinks,Bike,26,4.5,12.334.022,76.618.203,12.384.022,76.668.203,20.61,67.0,13.88
Moderate,BANGRES11DEL01,Foggy,Meal,E-Bike,20,4.7,12.934.365,77.616.155,12.974.365,77.656.155,23.18,72.0,10.93
Moderate,MYSRES19DEL01,Clear,Meal,Bike,39,3.6,12.334.022,76.618.203,12.404.022,76.688.203,20.8,67.0,16.31
Moderate,SURRES15DEL02,Foggy,Meal,Bike,38,4.9,21.160.522,72.771.477,21.240.522,72.851.477,24.94,73.0,13.7
Moderate,MYSRES07DEL03,Clear,Snack,Bike,24,4.6,12.325.461,76.632.278,12.385.461,76.692.278,20.81,67.0,14.52
Moderate,PUNERES20DEL03,Clear,Meal,Bike,21,4.6,18.592.718,73.773.572,18.652.718,73.833.572,22.44,50.0,12.65
Moderate,MYSRES07DEL03,Clear,Snack,Bike,32,4.7,12.325.461,76.632.278,12.385.461,76.692.278,20.81,67.0,14.52
Moderate,INDORES05DEL03,Foggy,Meal,Bike,24,4.5,22.727.021,75.884.167,22.787.021,75.944.167,22.14,60.0,12.87
Moderate,INDORES15DEL01,Foggy,Snack,Bike,33,4.6,22.760.072,75.892.574,22.800.072,75.932.574,22.16,60.0,9.33
Moderate,RANCHIRES18DEL03,Foggy,Snack,Bike,35,4.5,23.351.489,85.324.253,23.441.489,85.414.253,20.19,83.0,16.28
Moderate,PUNERES06DEL02,Clear,Snack,Bike,20,4.7,18.546.258,73.904.337,18.596.258,73.954.337,23.03,48.0,14.37
Moderate,KNPRES04DEL02,Clear,Snack,Bike,24,5.0,26.471.529,80.313.458,26.521.529,80.363.458,25.65,42.0,14.51
Moderate,KNPRES09DEL03,Clear,Meal,Bike,28,5.0,26.473.698,80.352.677,26.503.698,80.382.677,25.65,42.0,8.98
Moderate,MYSRES15DEL02,Clear,Buffet,Bike,35,4.8,12.352.058,7.660.665,12.402.058,7.665.665,20.75,67.0,11.83
Moderate,BANGRES010DEL01,Foggy,Snack,Bike,28,4.6,12.933.298,77.614.293,12.973.298,77.654.293,23.19,72.0,8.96
Moderate,COIMBRES17DEL03,Foggy,Buffet,E-Bike,23,4.7,11.026.117,76.944.652,11.056.117,76.974.652,25.82,73.0,6.76
Moderate,HYDRES09DEL03,Foggy,Buffet,E-Bike,29,4.6,17.431.668,78.408.321,17.461.668,78.438.321,22.94,60.0,9.27
Moderate,KNPRES20DEL03,Clear,Meal,Bike,29,4.5,26.47,80.35,26.5,80.38,25.65,42.0,9.93
Moderate,GOARES13DEL01,Foggy,Meal,Bike,30,4.8,15.506.205,73.766.668,15.546.205,73.806.668,28.92,74.0,8.84
Moderate,SURRES15DEL01,Foggy,Buffet,Bike,25,4.7,21.160.522,72.771.477,21.230.522,72.841.477,24.92,73.0,12.33
Moderate,INDORES11DEL01,Foggy,Buffet,Bike,29,4.6,22.751.234,7.588.949,22.791.234,7.592.949,22.12,60.0,11.12
Moderate,RANCHIRES010DEL02,Foggy,Buffet,Bike,21,4.6,23.354.422,853.329,23.434.422,854.129,20.15,83.0,14.12
Moderate,COIMBRES06DEL03,Foggy,Snack,Bike,38,4.7,11.021.278,76.995.017,11.081.278,77.055.017,25.97,73.0,12.91
Moderate,SURRES17DEL01,Foggy,Buffet,Bike,24,5.0,21.149.569,72.772.697,21.219.569,72.842.697,24.92,73.0,13.94
Moderate,SURRES17DEL03,Foggy,Drinks,Bike,29,4.6,21.149.569,72.772.697,21.209.569,72.832.697,24.93,73.0,12.53
Moderate,COIMBRES15DEL03,Foggy,Buffet,Bike,26,5.0,11.006.686,76.951.736,11.066.686,77.011.736,25.94,73.0,11.27
Moderate,SURRES19DEL03,Foggy,Drinks,Bike,29,4.5,21.149.669,72.772.629,21.209.669,72.832.629,24.93,73.0,12.56
Moderate,VADRES05DEL03,Foggy,Meal,Bike,29,4.6,22.310.526,73.170.937,22.370.526,73.230.937,24.01,64.0,13.47
Moderate,INDORES03DEL01,Foggy,Meal,Bike,22,4.9,22.751.857,75.866.699,22.791.857,75.906.699,22.16,60.0,8.33
Moderate,MUMRES16DEL02,Foggy,Snack,E-Bike,35,4.9,19.120.083,72.907.385,19.170.083,72.957.385,27.96,57.0,11.46
Moderate,MYSRES18DEL01,Clear,Snack,Bike,38,4.5,12.337.928,76.617.889,12.407.928,76.687.889,20.8,67.0,14.28
Moderate,RANCHIRES19DEL02,Foggy,Buffet,Bike,37,4.6,23.333.017,853.172,23.383.017,853.672,20.05,83.0,9.17
Moderate,JAPRES12DEL01,Foggy,Meal,Bike,33,4.8,26.902.908,75.792.934,26.942.908,75.832.934,23.73,46.0,7.52
Moderate,COIMBRES16DEL03,Foggy,Meal,Bike,34,4.8,11.010.375,7.695.295,11.070.375,7.701.295,25.94,73.0,12.2
Moderate,RANCHIRES010DEL02,Foggy,Snack,E-Bike,30,4.3,23.354.422,853.329,23.434.422,854.129,20.15,83.0,14.12
Moderate,BANGRES07DEL01,Foggy,Snack,E-Bike,34,4.9,12.978.453,77.643.685,13.018.453,77.683.685,22.74,73.0,8.06
Moderate,PUNERES20DEL01,Clear,Buffet,E-Bike,34,4.1,18.592.718,73.773.572,18.662.718,73.843.572,22.68,49.0,12.79
Moderate,INDORES02DEL03,Foggy,Buffet,Bike,32,3.6,22.651.847,75.881.991,22.741.847,75.971.991,22.11,60.0,18.25
Moderate,MUMRES01DEL01,Foggy,Buffet,Bike,31,4.2,1.912.663,72.829.976,1.916.663,72.869.976,27.85,57.0,11.18
Moderate,KNPRES13DEL02,Clear,Buffet,Bike,36,4.8,26.481.547,80.299.775,26.531.547,80.349.775,25.66,42.0,10.63
Moderate,KOLRES08DEL01,Foggy,Snack,Bike,24,4.8,2.253.796,88.349.843,2.257.796,88.389.843,27.99,65.0,14.31
Moderate,AGRRES03DEL01,Clear,Buffet,Bike,23,4.4,27.160.832,78.011.608,27.200.832,78.051.608,25.97,37.0,8.95
Moderate,MYSRES15DEL03,Clear,Snack,Bike,37,4.6,12.352.058,7.660.665,12.442.058,7.669.665,20.64,67.0,19.45
Moderate,HYDRES11DEL03,Foggy,Drinks,Bike,38,4.9,17.430.448,78.418.213,17.460.448,78.448.213,22.95,60.0,8.47
Moderate,SURRES11DEL01,Foggy,Drinks,Bike,20,4.8,21.157.735,72.768.778,21.227.735,72.838.778,24.92,73.0,12.5
Moderate,MUMRES07DEL03,Foggy,Drinks,Bike,32,4.5,19.091.458,72.827.808,19.121.458,72.857.808,27.86,57.0,7.71
Moderate,AGRRES18DEL01,Clear,Snack,Bike,35,4.9,27.161.694,78.034.714,27.231.694,78.104.714,25.84,37.0,20.37
Moderate,RANCHIRES11DEL03,Foggy,Meal,Bike,38,4.7,23.359.194,85.325.447,23.389.194,85.355.447,20.08,83.0,7.34
Moderate,PUNERES07DEL01,Clear,Snack,Bike,26,4.6,18.546.947,73.900.626,18.586.947,73.940.626,22.96,48.0,10.05
Moderate,COIMBRES03DEL01,Foggy,Drinks,Bike,36,5.0,11.025.083,77.015.393,11.095.083,77.085.393,25.99,73.0,13.92
Moderate,KOLRES11DEL02,Foggy,Drinks,Bike,29,4.6,22.577.821,88.400.581,22.627.821,88.450.581,28.0,65.0,10.29
Moderate,CHENRES20DEL01,Foggy,Snack,Bike,39,4.8,12.975.996,80.221.898,13.015.996,80.261.898,28.53,81.0,9.73
Moderate,INDORES02DEL02,Foggy,Drinks,Bike,26,4.8,22.651.847,75.881.991,22.731.847,75.961.991,22.1,60.0,17.5
Moderate,COIMBRES09DEL03,Foggy,Buffet,Bike,39,4.4,11.008.638,76.984.311,11.068.638,77.044.311,26.01,73.0,11.5
Moderate,MUMRES16DEL03,Foggy,Drinks,Bike,22,4.9,19.120.083,72.907.385,19.180.083,72.967.385,27.99,57.0,12.48
Moderate,PUNERES13DEL03,Clear,Buffet,Bike,37,4.9,1.856.245,73.916.619,1.859.245,73.946.619,23.03,48.0,12.2
Moderate,BANGRES19DEL03,Foggy,Snack,Bike,25,4.6,12.914.264,776.784,12.944.264,777.084,23.53,73.0,11.81
Moderate,BHPRES18DEL02,Clear,Drinks,Bike,26,4.6,23.234.631,77.401.663,23.284.631,77.451.663,22.46,42.0,13.78
Moderate,COIMBRES20DEL02,Foggy,Drinks,Bike,21,4.9,10.994.136,76.963.303,11.044.136,77.013.303,25.82,73.0,9.62
Moderate,INDORES19DEL01,Foggy,Buffet,Bike,35,4.4,22.745.536,75.893.106,22.815.536,75.963.106,22.21,60.0,16.14
Moderate,MUMRES17DEL02,Foggy,Meal,Bike,25,4.9,19.121.999,72.908.493,19.171.999,72.958.493,27.96,57.0,12.11
Moderate,BANGRES11DEL02,Foggy,Drinks,Bike,21,4.9,12.934.365,77.616.155,12.984.365,77.666.155,23.18,72.0,12.71
Moderate,MUMRES14DEL01,Foggy,Drinks,Bike,34,4.8,191.813,72.836.191,192.213,72.876.191,27.85,57.0,8.97
Moderate,VADRES01DEL01,Foggy,Buffet,Bike,36,4.1,22.307.898,73.167.788,22.377.898,73.237.788,23.99,64.0,13.66
Moderate,INDORES12DEL01,Foggy,Drinks,Bike,28,4.7,2.274.806,758.934,2.281.806,759.634,22.21,60.0,15.55
Moderate,SURRES09DEL02,Foggy,Snack,Bike,21,4.5,21.175.975,72.795.503,21.225.975,72.845.503,24.92,73.0,9.44
Moderate,PUNERES03DEL03,Clear,Snack,Bike,28,4.9,18.554.382,73.798.206,18.584.382,73.828.206,22.64,50.0,9.31
Moderate,INDORES12DEL02,Foggy,Drinks,Bike,38,4.8,2.274.806,758.934,2.279.806,759.434,22.15,60.0,12.56
Moderate,HYDRES06DEL03,Foggy,Snack,E-Bike,28,4.8,17.455.894,78.375.467,17.485.894,78.405.467,22.78,60.0,9.45
Moderate,MUMRES04DEL01,Clear,Meal,Bike,22,4.9,19.254.567,72.848.923,19.294.567,72.888.923,28.01,54.0,7.71
Moderate,KOCRES12DEL02,Partly Cloudy,Buffet,Bike,20,4.0,9.988.483,76.295.211,10.038.483,76.345.211,25.2,85.0,11.3
Moderate,PUNERES17DEL02,Clear,Meal,Bike,22,4.5,18.530.963,73.828.972,18.580.963,73.878.972,22.91,49.0,10.6
Moderate,RANCHIRES13DEL01,Foggy,Buffet,Bike,36,3.6,23.374.989,85.335.486,23.444.989,85.405.486,20.19,83.0,17.05
Moderate,MYSRES15DEL03,Clear,Drinks,Bike,28,4.9,12.352.058,7.660.665,12.412.058,7.666.665,20.75,67.0,13.53
Moderate,INDORES16DEL03,Foggy,Drinks,Bike,28,4.5,22.744.648,75.894.377,22.804.648,75.954.377,22.16,60.0,13.86
Moderate,MUMRES11DEL03,Foggy,Snack,E-Bike,35,4.9,18.994.237,72.825.553,19.024.237,72.855.553,27.98,57.0,8.23
Moderate,BHPRES08DEL01,Clear,Meal,E-Bike,25,4.8,23.232.537,77.429.845,23.272.537,77.469.845,22.13,43.0,10.29
Moderate,RANCHIRES20DEL01,Partly Cloudy,Snack,Bike,37,4.7,2.339.925,85.390.464,2.350.925,85.500.464,20.08,61.0,17.33
Moderate,PUNERES20DEL02,Clear,Meal,Bike,34,4.6,18.592.718,73.773.572,18.642.718,73.823.572,22.44,50.0,11.01
Moderate,MUMRES15DEL01,Foggy,Drinks,Bike,35,4.7,19.176.269,72.836.721,19.216.269,72.876.721,27.85,57.0,7.96
Moderate,RANCHIRES13DEL01,Foggy,Meal,Bike,22,4.7,23.374.989,85.335.486,23.414.989,85.375.486,20.16,83.0,8.16
Moderate,HYDRES16DEL01,Foggy,Buffet,Bike,39,4.6,17.440.827,78.393.391,17.480.827,78.433.391,22.88,60.0,11.05
Moderate,CHENRES13DEL01,Foggy,Drinks,Bike,22,4.6,13.027.018,80.254.791,13.067.018,80.294.791,28.37,81.0,10.8
Moderate,KOLRES01DEL02,Foggy,Snack,Bike,25,5.0,22.514.688,88.393.294,22.564.688,88.443.294,28.03,65.0,14.7
Moderate,MYSRES11DEL02,Clear,Buffet,Bike,31,4.7,12.323.225,76.630.028,12.373.225,76.680.028,20.81,67.0,10.3
Moderate,COIMBRES19DEL03,Foggy,Drinks,Bike,25,4.8,11.022.298,76.998.349,11.082.298,77.058.349,25.97,73.0,11.43
Moderate,JAPRES13DEL02,Foggy,Buffet,Bike,37,5.0,26.846.156,758.023,26.896.156,758.523,22.96,46.0,10.08
Moderate,VADRES03DEL03,Foggy,Buffet,Bike,25,4.6,22.32,73.17,22.41,73.26,23.95,64.0,17.36
Moderate,MYSRES20DEL03,Clear,Snack,Bike,22,4.8,12.337.978,76.616.792,12.367.978,76.646.792,20.61,67.0,7.25
Moderate,INDORES02DEL03,Foggy,Buffet,Bike,33,4.2,22.651.847,75.881.991,22.711.847,75.941.991,22.04,60.0,13.48
Moderate,INDORES18DEL01,Clear,Buffet,Bike,38,4.6,22.753.839,75.897.429,22.823.839,75.967.429,22.23,44.0,15.81
Moderate,BANGRES08DEL01,Foggy,Drinks,Bike,32,4.6,12.906.229,77.596.791,12.946.229,77.636.791,23.3,71.0,9.17
Moderate,RANCHIRES19DEL01,Foggy,Drinks,E-Bike,32,4.7,23.333.017,853.172,23.403.017,853.872,20.14,83.0,12.24
Moderate,PUNERES07DEL02,Clear,Snack,Bike,24,4.6,18.546.947,73.900.626,18.596.947,73.950.626,23.03,48.0,14.79
Moderate,JAPRES08DEL03,Foggy,Meal,Bike,35,4.8,26.910.262,75.783.013,26.940.262,75.813.013,23.37,46.0,6.03
Moderate,COIMBRES07DEL01,Foggy,Buffet,Bike,30,4.3,1.096.185,76.971.082,1.100.185,77.011.082,26.03,73.0,9.89
Moderate,KOCRES03DEL03,Partly Cloudy,Buffet,Bike,33,4.6,10.020.683,76.310.631,10.080.683,76.370.631,24.59,88.0,12.86
Moderate,BANGRES13DEL01,Foggy,Drinks,Bike,20,4.6,12.935.662,7.761.413,12.975.662,7.765.413,23.17,72.0,8.96
Moderate,PUNERES03DEL01,Clear,Buffet,Bike,20,4.9,18.554.382,73.798.206,18.594.382,73.838.206,22.64,50.0,9.46
Moderate,COIMBRES18DEL01,Foggy,Drinks,Bike,35,5.0,1.102.091,76.940.432,1.106.091,76.980.432,25.81,73.0,8.79
Moderate,INDORES010DEL03,Foggy,Meal,Bike,37,5.0,2.275.004,75.902.847,2.281.004,75.962.847,22.19,60.0,13.4
Moderate,PUNERES20DEL02,Clear,Snack,Bike,39,4.7,18.592.718,73.773.572,18.642.718,73.823.572,22.44,50.0,11.01
Moderate,HYDRES010DEL01,Foggy,Snack,Bike,33,4.9,17.428.294,78.404.423,17.468.294,78.444.423,22.96,60.0,11.47
Moderate,PUNERES17DEL01,Clear,Meal,Bike,22,4.9,18.530.963,73.828.972,18.570.963,73.868.972,22.94,49.0,10.74
Moderate,MUMRES06DEL02,Foggy,Snack,Bike,37,4.4,19.055.831,72.833.984,19.105.831,72.883.984,27.97,57.0,13.18
Moderate,SURRES06DEL02,Foggy,Meal,Bike,23,4.5,21.185.047,7.280.859,21.235.047,7.285.859,24.95,73.0,11.12
Moderate,INDORES12DEL02,Clear,Meal,Bike,35,3.5,2.274.806,758.934,2.282.806,759.734,22.23,44.0,16.68
Moderate,BANGRES17DEL01,Foggy,Meal,Bike,38,4.9,12.972.532,77.608.179,13.012.532,77.648.179,22.77,72.0,7.0
Moderate,KNPRES010DEL01,Clear,Meal,Bike,34,4.8,2.647.775,80.351.569,2.651.775,80.391.569,25.65,42.0,12.98
Moderate,VADRES19DEL02,Foggy,Buffet,Bike,24,5.0,22.311.844,73.165.081,22.361.844,73.215.081,24.01,64.0,11.75
Moderate,COIMBRES010DEL03,Foggy,Drinks,Bike,34,4.9,11.003.008,7.697.544,11.063.009,7.703.544,25.97,73.0,11.58
Moderate,SURRES18DEL02,Foggy,Drinks,Bike,34,4.5,21.149.834,72.778.666,21.199.834,72.828.666,24.91,73.0,9.44
Moderate,MYSRES11DEL01,Clear,Snack,Bike,34,4.6,12.323.225,76.630.028,12.363.225,76.670.028,20.61,67.0,9.12
Moderate,MYSRES19DEL01,Clear,Snack,Bike,23,4.8,12.334.022,76.618.203,12.404.022,76.688.203,20.8,67.0,16.31
Moderate,MYSRES11DEL01,Clear,Snack,Bike,38,4.6,12.323.225,76.630.028,12.393.225,76.700.028,20.8,67.0,16.12
Moderate,COIMBRES09DEL01,Foggy,Drinks,Bike,30,4.7,11.008.638,76.984.311,11.048.638,77.024.311,25.86,73.0,9.23
Moderate,COIMBRES01DEL03,Foggy,Buffet,Bike,36,4.9,11.016.298,76.972.076,11.076.298,77.032.076,26.0,73.0,13.46
Moderate,SURRES19DEL01,Foggy,Drinks,Bike,36,4.2,21.149.669,72.772.629,21.219.669,72.842.629,24.92,73.0,14.03
Moderate,INDORES03DEL02,Foggy,Drinks,Bike,20,3.9,22.751.857,75.866.699,22.801.857,75.916.699,22.16,60.0,10.17
Moderate,LUDHRES11DEL02,Clear,Meal,Bike,29,4.6,30.893.081,75.821.495,30.943.081,75.871.495,23.9,38.0,11.75
Moderate,RANCHIRES18DEL02,Foggy,Snack,Bike,27,4.9,23.351.489,85.324.253,23.401.489,85.374.253,19.98,83.0,10.0
Moderate,KOCRES15DEL02,Partly Cloudy,Drinks,Bike,36,4.2,10.027.364,76.308.258,10.077.364,76.358.258,24.59,88.0,9.67
Moderate,RANCHIRES08DEL03,Foggy,Buffet,Bike,33,4.9,23.353.783,85.326.967,23.443.783,85.416.967,20.18,83.0,16.82
Moderate,INDORES11DEL01,Foggy,Buffet,Bike,24,4.5,22.751.234,7.588.949,22.821.234,7.595.949,22.19,60.0,15.88
Moderate,MUMRES16DEL03,Foggy,Drinks,Bike,22,4.9,19.120.083,72.907.385,19.180.083,72.967.385,27.99,57.0,12.48
Moderate,JAPRES11DEL02,Foggy,Drinks,Bike,30,4.9,2.690.294,75.793.007,2.695.294,75.843.007,23.77,46.0,9.12
Moderate,MUMRES11DEL03,Foggy,Meal,Bike,30,5.0,18.994.237,72.825.553,19.024.237,72.855.553,27.98,57.0,8.23
Moderate,SURRES010DEL03,Foggy,Drinks,Bike,29,4.6,2.117.106,72.789.292,2.123.106,72.849.292,25.01,73.0,11.64
